0.993851	1
0.993575	1
0.944178	1
0.995767	1
0.037548	1
0.699690	1
0.866898	1
0.995671	1
0.000465	1
0.039332	1
0.994071	1
0.994901	1
0.000038	1
0.997267	1
0.978166	1
0.991330	1
0.001760	1
0.996997	1
0.991796	1
0.988219	1
0.992651	1
0.975024	1
0.971392	1
0.444682	1
0.842076	1
0.034470	1
0.000023	1
0.991357	1
0.992687	1
0.927749	1
0.897422	1
0.004117	1
0.997565	1
0.993785	1
0.994634	1
0.969236	1
0.848205	1
0.991117	1
0.979818	1
0.000001	1
0.906817	1
0.900599	1
0.996714	1
0.107911	1
0.989523	1
0.000986	1
0.992425	1
0.000001	1
0.490226	1
0.000264	1
0.000086	1
0.997788	1
0.961418	1
0.997150	1
0.944175	1
0.003704	1
0.116452	1
0.854400	1
0.936564	1
0.467166	1
0.000783	1
0.966112	1
0.979471	1
0.964848	1
0.978913	1
0.963878	1
0.989875	1
0.990963	1
0.000016	1
0.000041	1
0.000124	1
0.767011	1
0.000163	1
0.965972	1
0.997207	1
0.962195	1
0.961435	1
0.002558	1
0.979926	1
0.009162	1
0.892000	1
0.289681	1
0.861636	1
0.997073	1
0.737896	1
0.000072	1
0.998719	1
0.976566	1
0.074601	1
0.719499	1
0.988187	1
0.986459	1
0.988685	1
0.994790	1
0.084560	1
0.964507	1
0.995794	1
0.573455	1
0.982668	1
0.110195	1
0.800584	1
0.989939	1
0.970918	1
0.997476	1
0.751077	1
0.000008	1
0.000074	1
0.000715	1
0.998517	1
0.988257	1
0.005831	1
0.034795	1
0.993924	1
0.953856	1
0.986349	1
0.983666	1
0.984219	1
0.831241	1
0.003089	1
0.717780	1
0.000008	1
0.000129	1
0.975017	1
0.997278	1
0.870545	1
0.955888	1
0.926952	1
0.988922	1
0.958398	1
0.000005	1
0.002499	1
0.987033	1
0.949406	1
0.991439	1
0.000019	1
0.992090	1
0.970532	1
0.002135	1
0.988216	1
0.552709	1
0.989618	1
0.031743	1
0.981058	1
0.991729	1
0.147356	1
0.991553	1
0.981436	1
0.750750	1
0.411700	1
0.000815	1
0.000078	1
0.976131	1
0.993304	1
0.974509	1
0.224855	1
0.000015	1
0.434316	1
0.685819	1
0.991676	1
0.984634	1
0.916128	1
0.992556	1
0.950349	1
0.000106	1
0.978492	1
0.958786	1
0.989874	1
0.937825	1
0.990418	1
0.000189	1
0.949245	1
0.994773	1
0.000051	1
0.994541	1
0.983412	1
0.984503	1
0.976495	1
0.939142	1
0.893888	1
0.875673	1
0.980552	1
0.981193	1
0.988091	1
0.798732	1
0.995092	1
0.989710	1
0.209324	1
0.996754	1
0.054815	1
0.980432	1
0.000923	1
0.094661	1
0.955817	1
0.019442	1
0.973001	1
0.975199	1
0.000229	1
0.932843	1
0.016909	1
0.911405	1
0.975294	1
0.000437	1
0.981953	1
0.018348	1
0.568883	1
0.000511	1
0.985555	1
0.989511	1
0.000848	1
0.994975	1
0.014256	1
0.359929	1
0.000053	1
0.000000	1
0.841085	1
0.007162	1
0.000118	1
0.010705	1
0.987764	1
0.046051	1
0.984078	1
0.937834	1
0.876982	1
0.204667	1
0.983990	1
0.998396	1
0.922054	1
0.988213	1
0.974243	1
0.839372	1
0.389321	1
0.971637	1
0.000000	1
0.000006	1
0.993383	1
0.880196	1
0.995334	1
0.983382	1
0.975537	1
0.922689	1
0.992249	1
0.326685	1
0.986565	1
0.993895	1
0.886342	1
0.882834	1
0.971330	1
0.000115	1
0.987362	1
0.990693	1
0.983408	1
0.986537	1
0.997384	1
0.995092	1
0.001868	1
0.895644	1
0.000003	1
0.003356	1
0.001538	1
0.987820	1
0.971895	1
0.847844	1
0.000679	1
0.851638	1
0.000005	1
0.928928	1
0.987657	1
0.184216	1
0.282183	1
0.004752	1
0.994118	1
0.655840	1
0.000193	1
0.994240	1
0.963761	1
0.995565	1
0.996251	1
0.004936	1
0.267610	1
0.996411	1
0.000521	1
0.902665	1
0.994646	1
0.941277	1
0.994479	1
0.993771	1
0.983962	1
0.000002	1
0.000004	1
0.000012	1
0.008117	1
0.989074	1
0.982685	1
0.976619	1
0.018162	1
0.015011	1
0.984878	1
0.928192	1
0.997422	1
0.041664	1
0.107660	1
0.785147	1
0.035286	1
0.991559	1
0.990322	1
0.987480	1
0.976527	1
0.847982	1
0.001529	1
0.991814	1
0.000663	1
0.997558	1
0.014519	1
0.947068	1
0.000000	1
0.000001	1
0.997459	1
0.994403	1
0.996878	1
0.000000	1
0.991708	1
0.824077	1
0.990485	1
0.002504	1
0.012802	1
0.224583	1
0.986791	1
0.011494	1
0.987999	1
0.994232	1
0.000012	1
0.000669	1
0.992922	1
0.988766	1
0.024069	1
0.995436	1
0.817443	1
0.206756	1
0.996055	1
0.952966	1
0.000051	1
0.992968	1
0.075699	1
0.996295	1
0.994192	1
0.960833	1
0.978325	1
0.774446	1
0.141050	1
0.973270	1
0.000005	1
0.634353	1
0.980699	1
0.996437	1
0.000033	1
0.994008	1
0.992983	1
0.002037	1
0.801022	1
0.980827	1
0.992855	1
0.996554	1
0.986386	1
0.979522	1
0.645892	1
0.000003	1
0.001956	1
0.005332	1
0.860110	1
0.000140	1
0.840075	1
0.993408	1
0.992961	1
0.971958	1
0.126813	1
0.984811	1
0.966790	1
0.994104	1
0.199775	1
0.994715	1
0.061976	1
0.947672	1
0.981231	1
0.985304	1
0.000000	1
0.962213	1
0.987964	1
0.989363	1
0.993071	1
0.000034	1
0.714518	1
0.000131	1
0.955100	1
0.979534	1
0.993755	1
0.951717	1
0.996744	1
0.976240	1
0.987053	1
0.000199	1
0.097399	1
0.000903	1
0.008704	1
0.009360	1
0.524426	1
0.950030	1
0.000055	1
0.984072	1
0.000000	1
0.000007	1
0.981161	1
0.000340	1
0.034362	1
0.989420	1
0.007017	1
0.961670	1
0.237113	1
0.968989	1
0.976328	1
0.307974	1
0.828524	1
0.995754	1
0.547122	1
0.990485	1
0.991576	1
0.963204	1
0.881549	1
0.991295	1
0.000009	1
0.995784	1
0.985714	1
0.017975	1
0.996621	1
0.001028	1
0.951113	1
0.000806	1
0.041204	1
0.413455	1
0.995639	1
0.243086	1
0.989728	1
0.979419	1
0.924864	1
0.902362	1
0.991202	1
0.967386	1
0.961941	1
0.912099	1
0.102060	1
0.972767	1
0.996366	1
0.003826	1
0.944487	1
0.984246	1
0.001249	1
0.559172	1
0.995124	1
0.955067	1
0.004553	1
0.980999	1
0.959562	1
0.991497	1
0.013300	1
0.201839	1
0.995153	1
0.989332	1
0.011815	1
0.000097	1
0.599016	1
0.976899	1
0.000127	1
0.000044	1
0.952279	1
0.998331	1
0.996672	1
0.910454	1
0.893817	1
0.020100	1
0.993942	1
0.995611	1
0.943600	1
0.964830	1
0.995328	1
0.898998	1
0.308155	1
0.995277	1
0.000448	1
0.041464	1
0.000250	1
0.914337	1
0.008096	1
0.996794	1
0.972750	1
0.000034	1
0.996792	1
0.001499	1
0.982987	1
0.995669	1
0.001013	1
0.000004	1
0.810832	1
0.764379	1
0.905549	1
0.995402	1
0.958909	1
0.996560	1
0.007650	1
0.000892	1
0.987871	1
0.997444	1
0.000000	1
0.996672	1
0.991623	1
0.790765	1
0.985054	1
0.986852	1
0.891047	1
0.981914	1
0.929280	1
0.985512	1
0.995351	1
0.790554	1
0.004785	1
0.979101	1
0.997253	1
0.988632	1
0.050725	1
0.994064	1
0.997373	1
0.998081	1
0.981603	1
0.016041	1
0.993833	1
0.133257	1
0.992694	1
0.976345	1
0.000749	1
0.959716	1
0.995357	1
0.993725	1
0.963159	1
0.900522	1
0.052070	1
0.982784	1
0.862994	1
0.985173	1
0.994542	1
0.966206	1
0.998181	1
0.010555	1
0.000001	1
0.986035	1
0.972041	1
0.997504	1
0.037186	1
0.968949	1
0.720386	1
0.921097	1
0.986483	1
0.990061	1
0.995557	1
0.945183	1
0.000037	1
0.985384	1
0.501112	1
0.943272	1
0.636823	1
0.000000	1
0.994752	1
0.997501	1
0.000014	1
0.949375	1
0.967903	1
0.984836	1
0.015044	1
0.851119	1
0.031778	1
0.000052	1
0.704195	1
0.964470	1
0.960797	1
0.000067	1
0.968368	1
0.966356	1
0.953149	1
0.000017	1
0.994707	1
0.995707	1
0.971879	1
0.992998	1
0.661747	1
0.028892	1
0.994761	1
0.994481	1
0.986122	1
0.351374	1
0.856432	1
0.003682	1
0.983243	1
0.949877	1
0.989956	1
0.996741	1
0.000000	1
0.994904	1
0.000000	1
0.976919	1
0.000325	1
0.000013	1
0.641923	1
0.046106	1
0.998545	1
0.935880	1
0.929991	1
0.993454	1
0.996572	1
0.994205	1
0.988323	1
0.995953	1
0.995290	1
0.948419	1
0.987008	1
0.030817	1
0.000246	1
0.989293	1
0.944666	1
0.727595	1
0.029474	1
0.980502	1
0.000214	1
0.000080	1
0.864606	1
0.001087	1
0.005710	1
0.955873	1
0.000493	1
0.758815	1
0.125636	1
0.001166	1
0.979874	1
0.997334	1
0.000008	1
0.314090	1
0.996361	1
0.993109	1
0.054544	1
0.996447	1
0.006095	1
0.000000	1
0.973708	1
0.915195	1
0.984095	1
0.002582	1
0.988051	1
0.005940	1
0.976991	1
0.993145	1
0.817900	1
0.988874	1
0.995625	1
0.940817	1
0.990042	1
0.990359	1
0.978742	1
0.005081	1
0.007517	1
0.034940	1
0.983585	1
0.920135	1
0.985849	1
0.959678	1
0.982509	1
0.979538	1
0.981291	1
0.449368	1
0.000035	1
0.928570	1
0.990769	1
0.449998	1
0.009264	1
0.004920	1
0.940630	1
0.968304	1
0.100325	1
0.994899	1
0.649693	1
0.134441	1
0.488760	1
0.998159	1
0.954259	1
0.992778	1
0.986604	1
0.997081	1
0.972960	1
0.000012	1
0.145740	1
0.985803	1
0.989549	1
0.998648	1
0.993826	1
0.937538	1
0.976538	1
0.991668	1
0.623938	1
0.000047	1
0.977459	1
0.997435	1
0.820893	1
0.929824	1
0.992274	1
0.096080	1
0.000039	1
0.995443	1
0.987235	1
0.933614	1
0.000001	1
0.843753	1
0.854991	1
0.043932	1
0.992437	1
0.000066	1
0.995948	1
0.939804	1
0.002762	1
0.986721	1
0.000886	1
0.949303	1
0.541107	1
0.983018	1
0.995758	1
0.976044	1
0.995768	1
0.104677	1
0.000048	1
0.994301	1
0.000000	1
0.006705	1
0.000140	1
0.012396	1
0.957287	1
0.914267	1
0.996997	1
0.995012	1
0.992754	1
0.997267	1
0.909520	1
0.030804	1
0.973831	1
0.991850	1
0.952565	1
0.021992	1
